0.577847;0.6582055;0.0306;0.8644601;0.0473;5.58e-10;1.39e-19;0.9113656;0.0983;4.39e-11;0.0116
0.6366799;0.7623398;0.0615;0.9188585;0.0402;5.87e-10;1.5e-18;0.5667532;-0.00571;4.96e-12;0.00312
0.6500825;0.6584657;0.068;1.0516578;0.0451;9.16e-10;1.63e-19;0.9128569;0.02;3.79e-12;-0.0171
0.6350209;0.7123391;0.0753;0.8064985;0.0607;4.96e-10;1.45e-18;1.1195557;0.0773;5.11e-12;0.00757
0.5531961;0.6227902;0.0382;0.956795;0.0585;4.99e-10;9.25e-19;0.852489;0.000573;5.98e-12;0.0189
0.6652033;0.7332923;0.0684;1.0326029;0.0458;1.11e-09;1.5e-18;0.4029669;0.0333;3.08e-12;-0.0184
0.5987712;0.6805594;0.0432;1.3453934;0.0426;5.71e-10;3.3e-19;1.0782652;0.0764;7.18e-12;0.011
0.5568721;0.7240477;0.062;0.6605882;0.0453;9.19e-10;2.41e-19;0.4235499;-0.0827;1.45e-11;-0.0168
0.7196921;0.7151778;0.0527;1.1988783;0.0586;7.25e-10;3.39e-19;0.5022117;-0.057;2.34e-11;0.0188
0.6776995;0.6621426;0.0508;0.7068815;0.0503;9.21e-10;1.84e-19;0.6131804;-0.0923;3.33e-12;0.00419
0.5961158;0.7515062;0.038;0.7599625;0.0442;6.85e-10;4.49e-19;0.6977;-0.0958;2.85e-12;-0.0154
0.6403704;0.70043;0.0544;1.2854987;0.0436;1.06e-09;1.1e-18;1.1988325;0.084;2.42e-11;-0.00435
0.7175468;0.6904666;0.0426;1.0985538;0.0593;4.62e-10;1.53e-19;1.1928618;0.0949;3.93e-11;0.00626
0.5888816;0.6384121;0.0372;1.121549;0.0591;6e-10;1.08e-19;0.8540475;-0.0253;4.03e-11;0.00241
0.7276147;0.6390583;0.0315;1.0711031;0.0487;5.11e-10;3.25e-19;0.5338668;0.0736;1.46e-11;0.0159
0.5813097;0.6052582;0.0344;1.0927393;0.0525;1.03e-09;2.87e-19;0.5132471;-0.041;2.23e-12;0.000356
0.6763031;0.7454704;0.0366;0.6878678;0.0508;6.85e-10;1.27e-18;0.9099319;-0.0745;9.53e-12;0.00267
0.6486971;0.6433477;0.042;1.2460215;0.0464;9.15e-10;1.35e-18;0.5477114;-0.0292;4.35e-11;0.019
0.7497499;0.6817271;0.0308;0.9040224;0.0418;8.83e-10;1.43e-19;0.5824038;0.0984;2.84e-12;0.00992
0.5522857;0.7135244;0.0698;1.2159201;0.0577;4.95e-10;1.81e-19;1.1779535;0.0895;1.5e-11;0.00508
0.6234471;0.7083913;0.0459;1.3810385;0.05;5.86e-10;3.81e-19;0.863237;0.0655;3.04e-12;-0.0135
0.5832628;0.696964;0.0441;1.0039952;0.0423;5.29e-10;5.75e-19;0.6863138;0.036;3.93e-12;0.00583
0.7086271;0.6428429;0.0594;0.9663164;0.0484;8.6e-10;1.28e-18;0.5893284;-0.0598;3.1e-11;0.0125
0.6426525;0.6732405;0.0416;1.2620975;0.0461;6.66e-10;2.54e-19;0.610468;-0.0242;4.03e-11;-0.00141
0.7052469;0.6869872;0.0733;1.3027399;0.043;4.71e-10;3.17e-19;0.8745147;0.00694;3.13e-12;0.0172
0.6089039;0.6981082;0.072;1.3456618;0.0424;1.09e-09;3.54e-19;0.9931794;-0.0859;5.1e-12;-0.00452
0.7379447;0.6032705;0.0477;0.8807536;0.0489;5.33e-10;2.03e-19;0.6078922;0.069;3e-11;-0.00712
0.6087667;0.6766611;0.0773;0.7351739;0.0575;5.37e-10;1.1e-18;1.1685753;0.0328;1.42e-11;0.0178
0.5567349;0.6306379;0.0506;0.7475895;0.058;4.7e-10;1.3e-19;0.852891;-0.0356;7.45e-12;0.000244
0.6560639;0.7336064;0.0694;1.375019;0.0491;1e-09;1.03e-18;1.0478582;-0.0967;7.68e-12;-0.00884
0.6608979;0.7429476;0.0663;0.8815974;0.0416;4.95e-10;2.31e-19;0.5701326;0.0395;1.42e-11;0.017
0.6831885;0.7428668;0.0736;0.8034053;0.0444;6.08e-10;1.61e-19;0.5315196;-0.0352;3.29e-12;-0.00908
0.6533904;0.6913802;0.0534;0.6483187;0.0476;4.85e-10;1.01e-19;1.0519481;0.0699;3.24e-12;0.0115
0.5707675;0.69733;0.0498;0.6533356;0.0515;7.58e-10;2.86e-19;0.4786766;-0.00828;2.79e-12;0.00763
0.5802122;0.7266838;0.0495;1.1509221;0.0529;4.45e-10;4.5e-19;1.1433524;0.033;1.66e-11;-0.019
0.7105885;0.65424;0.0333;0.8571287;0.0508;8.78e-10;2.15e-19;0.7099463;-0.0764;2.02e-11;0.000281
0.6581759;0.691918;0.0363;1.0257467;0.0625;1.05e-09;3.51e-19;1.0936306;-0.0897;6.26e-12;-0.00342
